sense	source_Ambai (Yapen) [amk]	source_Araki [akr]	source_As [asz]	source_Bierebo (Yevali) [bnk]	source_Biga (Misool) [xmt]	source_Buli [bzq]	source_Futuna-Aniwa (Aniwa) [fut]	source_Gimán [gzn]	source_Irarutu [irh]	source_Kasira (Irahutu) [irh]	source_Lelepa [lpa]	source_Maskelynes [klv]	source_Minyaifuin (Gebe) [gei]	source_Numfor [bhw]	source_Paama (Lironesa) [pma]	source_Pulau (Arguni) [agf]	source_Roria [rga]	source_Vao [vao]	source_Waropen [wrp]	source_Windesi Wandamen [wad]	gold_Ambai (Yapen) [amk]	gold_Araki [akr]	gold_As [asz]	gold_Bierebo (Yevali) [bnk]	gold_Biga (Misool) [xmt]	gold_Buli [bzq]	gold_Futuna-Aniwa (Aniwa) [fut]	gold_Gimán [gzn]	gold_Irarutu [irh]	gold_Kasira (Irahutu) [irh]	gold_Lelepa [lpa]	gold_Maskelynes [klv]	gold_Minyaifuin (Gebe) [gei]	gold_Numfor [bhw]	gold_Paama (Lironesa) [pma]	gold_Pulau (Arguni) [agf]	gold_Roria [rga]	gold_Vao [vao]	gold_Waropen [wrp]	gold_Windesi Wandamen [wad]	precision	recall	fscore
correct, true																																									1.0	0.35555555555555546	0.5245901639344261
day																																									0.8245614035087719	0.3508771929824562	0.49227546478135636
dirty																																									1.0	0.6666666666666666	0.8
dog																																									0.95	0.65	0.7718749999999999
dry																																									0.9	0.35	0.504
dull, blunt																																									1.0	0.26851851851851855	0.4233576642335767
dust																																									1.0	0.47058823529411764	0.6399999999999999
ear																																									0.72	0.37499999999999994	0.49315068493150677
earth/soil																																									1.0	0.37	0.5401459854014599
egg																																									0.9199999999999999	0.5166666666666666	0.6617169373549883
eye																																									1.0	0.24285714285714288	0.39080459770114945
far																																									1.0	0.53125	0.6938775510204082
fat/grease																																									1.0	0.42424242424242425	0.5957446808510638
father																																									0.675	0.5499999999999999	0.6061224489795918
feather																																									0.9473684210526315	0.23538011695906427	0.3770737102335566
fire																																									1.0	0.3708333333333333	0.5410334346504558
fish																																									1.0	0.4375	0.6086956521739131
flower																																									0.8888888888888888	0.38888888888888884	0.5410628019323671
fog																																									1.0	0.3333333333333333	0.5
fruit																																									0.9	0.51	0.651063829787234
good																																									0.875	0.36999999999999994	0.5200803212851405
grass																																									1.0	0.3684210526315789	0.5384615384615384
green																																									0.9444444444444444	0.537037037037037	0.6847222222222221
hair																																									1.0	0.353968253968254	0.5228604923798359
hand																																									0.8333333333333333	0.4976190476190475	0.6231365533691114
he/she																																									1.0	0.4803030303030303	0.6489252814738997
head																																									0.8083333333333332	0.30714285714285716	0.44514407684098184
heavy																																									1.0	0.5555555555555556	0.7142857142857143
house																																									0.9473684210526315	0.22267206477732793	0.3605900564560189
how?																																									1.0	0.21428571428571427	0.35294117647058826
husband																																									1.0	0.4699999999999999	0.6394557823129251
if																																									1.0	0.6875	0.8148148148148148
in, inside																																									0.9375	0.3125	0.46875
intestines																																									1.0	0.3684210526315789	0.5384615384615384
lake																																									1.0	0.45454545454545453	0.625
leaf																																									0.8999999999999998	0.4125	0.5657142857142857
left																																									0.95	0.41999999999999993	0.5824817518248174
leg/foot																																									0.85	0.725	0.7825396825396825
lightning																																									1.0	0.4	0.5714285714285715
liver																																									1.0	0.35	0.5185185185185185
long																																									0.8771929824561402	0.5789473684210527	0.6975269499048826
louse																																									1.0	0.23157894736842105	0.37606837606837606
man/male																																									0.8833333333333334	0.5199999999999999	0.6546318289786223
meat/flesh																																									0.9444444444444444	0.6666666666666665	0.7816091954022987
moon																																									1.0	0.5700000000000001	0.7261146496815287
mosquito																																									0.95	0.42000000000000004	0.5824817518248175
mother																																									0.72	0.5199999999999999	0.6038709677419354
mouth																																									0.8333333333333333	0.4833333333333334	0.6118143459915613
name																																									0.95	0.47000000000000003	0.6288732394366198
narrow																																									1.0	0.38461538461538447	0.5555555555555554
near																																									1.0	0.3125	0.47619047619047616
neck																																									0.8833333333333332	0.5333333333333332	0.6650980392156861
needle																																									1.0	0.611111111111111	0.7586206896551723
new																																									0.9298245614035089	0.4636591478696742	0.6187681433800328
night																																									1.0	0.5	0.6666666666666666
no, not																																									1.0	0.37500000000000006	0.5454545454545455
nose																																									0.95	0.36	0.5221374045801526
old																																									0.8205128205128205	0.43589743589743585	0.5693354264782835
other																																									0.9411764705882353	0.25210084033613445	0.3976801988400994
painful, sick																																									0.7592592592592593	0.3734567901234568	0.5006559693208196
person/human being																																									0.8947368421052632	0.47368421052631576	0.6194331983805668
rain																																									1.0	0.16818181818181815	0.2879377431906614
rat																																									0.9298245614035087	0.45614035087719296	0.6120364201643349
red																																									0.8333333333333334	0.45999999999999996	0.5927835051546391
right																																									0.9333333333333332	0.4333333333333333	0.591869918699187
road/path																																									1.0	0.3777777777777777	0.5483870967741935
root																																									1.0	0.35	0.5185185185185185
rope																																									1.0	0.5857142857142856	0.7387387387387386
rotten																																									0.7999999999999999	0.487719298245614	0.6059945504087193
salt																																									0.8333333333333333	0.5238095238095238	0.6432748538011696
sand																																									0.85	0.25999999999999995	0.39819819819819813
sea																																									0.9333333333333332	0.4083333333333333	0.5681159420289855
sharp																																									0.8947368421052632	0.5263157894736841	0.6627680311890837
short																																									0.7916666666666666	0.4166666666666667	0.5459770114942529
shoulder																																									0.9411764705882353	0.5294117647058824	0.6776470588235294
shy, ashamed																																									1.0	0.4166666666666667	0.5882352941176471
skin																																									1.0	0.4833333333333333	0.6516853932584269
sky																																									0.8888888888888888	0.5833333333333334	0.7044025157232704
small																																									0.925	0.4333333333333333	0.5901840490797545
smoke																																									1.0	0.25000000000000006	0.4000000000000001
snake																																									1.0	0.4411111111111111	0.6121819583654587
spider																																									1.0	0.20202020202020202	0.33613445378151263
star																																									1.0	0.4333333333333333	0.6046511627906976
stick/wood																																									0.8771929824561402	0.443609022556391	0.5892339958054529
stone																																									1.0	0.38750000000000007	0.5585585585585586
tail																																									1.0	0.35	0.5185185185185185
that																																									0.9333333333333333	0.19999999999999998	0.32941176470588235
thatch/roof																																									1.0	0.2727272727272727	0.42857142857142855
they																																									1.0	0.38	0.5507246376811594
thick																																									1.0	0.40522875816993453	0.5767441860465116
thin																																									1.0	0.1111111111111111	0.19999999999999998
this																																									0.8958333333333334	0.35	0.5033444816053512
thou																																									0.8333333333333333	0.5083333333333333	0.6314699792960662
thunder																																									0.9333333333333332	0.625	0.7486631016042781
to bite																																									1.0	0.3266666666666666	0.49246231155778886
to blow																																									0.6947368421052631	0.5087719298245613	0.5873868344330213
to breathe																																									0.9259259259259258	0.6296296296296295	0.7495590828924161
to burn																																									0.8571428571428571	0.5714285714285714	0.6857142857142857
to buy																																									1.0	0.18181818181818182	0.3076923076923077
to chew																																									0.7777777777777777	0.4444444444444444	0.5656565656565656
to choose																																									0.7222222222222222	0.3888888888888889	0.5055555555555555
to climb																																									1.0	0.38636363636363635	0.5573770491803279
to come																																									0.875	0.4954545454545455	0.632669983416252
to cook																																									0.7719298245614035	0.47368421052631576	0.587101556708673
to count																																									0.9411764705882353	0.4117647058823529	0.5728900255754475
to cry																																									1.0	0.37666666666666665	0.5472154963680387
to cut, hack																																									0.9333333333333332	0.24999999999999994	0.3943661971830985
to die, be dead																																									0.775	0.5645833333333332	0.6532659409020217
to dig																																									0.95	0.31000000000000005	0.4674603174603175
to dream																																									1.0	0.42424242424242425	0.5957446808510638
to drink																																									0.6566666666666666	0.5444444444444445	0.5953129818069689
to eat																																									0.9	0.3954545454545454	0.5494736842105262
to fall																																									0.7777777777777778	0.4444444444444444	0.5656565656565655
to fear																																									1.0	0.18571428571428572	0.3132530120481928
to flow																																									0.925925925925926	0.35185185185185186	0.5099302200751477
to fly																																									0.8699999999999999	0.6699999999999999	0.7570129870129869
to grow																																									1.0	0.6666666666666666	0.8
to hear																																									0.9125	0.375	0.5315533980582523
to hide																																									1.0	0.3333333333333333	0.5
to hit																																									0.95	0.4833333333333333	0.6406976744186047
to hold																																									1.0	0.27777777777777773	0.43478260869565216
to hunt																																									1.0	0.2596153846153846	0.41221374045801523
to kill																																									0.9473684210526315	0.6421052631578947	0.7654234925060996
to know, be knowledgeable																																									1.0	0.5263157894736842	0.6896551724137931
to laugh																																									0.8999999999999998	0.5499999999999999	0.6827586206896551
to lie down																																									0.9444444444444444	0.4444444444444444	0.6044444444444445
to live, be alive																																									1.0	0.2522214627477785	0.4028384279475982
to open, uncover																																									1.0	0.18181818181818182	0.3076923076923077
to plant																																									1.0	0.3506493506493506	0.5192307692307692
to pound, beat																																									0.8787878787878788	0.4454545454545455	0.5912211358435616
to say																																									0.9	0.41666666666666663	0.569620253164557
to scratch																																									0.95	0.6166666666666666	0.7478723404255319
to see																																									0.8133333333333332	0.4340909090909092	0.566063403376655
to sew																																									0.8823529411764706	0.47058823529411764	0.6138107416879794
to shoot																																									1.0	0.4000000000000001	0.5714285714285715
to sit																																									0.95	0.5	0.6551724137931034
to sleep																																									0.825	0.46428571428571425	0.5941828254847645
to sniff, smell																																									0.837037037037037	0.6703703703703704	0.7444899444899445
to spit																																									1.0	0.55	0.7096774193548387
to split																																									0.9473684210526315	0.4327485380116959	0.5941123996431757
to squeeze																																									1.0	0.3684210526315789	0.5384615384615384
to stab, pierce																																									0.9444444444444444	0.3333333333333333	0.49275362318840576
to stand																																									0.9	0.525	0.6631578947368422
to steal																																									0.85	0.5333333333333333	0.655421686746988
to suck																																									0.8518518518518517	0.5277777777777778	0.6517524235645041
to swell																																									1.0	0.25	0.4
to swim																																									0.868421052631579	0.5508771929824562	0.6741266020428079
to think																																									0.8333333333333334	0.5	0.625
to throw																																									0.7052631578947368	0.6140350877192983	0.6564949608062709
to tie up, fasten																																									0.8947368421052632	0.5263157894736842	0.6627680311890838
to turn																																									1.0	0.6111111111111112	0.7586206896551725
to vomit																																									0.9210526315789473	0.4298245614035087	0.5861244019138755
to walk																																									0.7433333333333333	0.545	0.6289003880983183
to work																																									1.0	0.2701754385964912	0.4254143646408839
to yawn																																									1.0	0.5333333333333333	0.6956521739130436
tongue																																									0.7071428571428572	0.5375	0.6107604017216643
tooth																																									0.875	0.4611111111111111	0.603950103950104
warm																																									0.9473684210526315	0.3684210526315789	0.5305263157894736
water																																									1.0	0.19117647058823528	0.32098765432098764
we																																									0.8666666666666666	0.36666666666666664	0.5153153153153153
wet																																									0.8947368421052632	0.47368421052631576	0.6194331983805668
what?																																									1.0	0.2928571428571428	0.4530386740331492
when?																																									1.0	0.46153846153846156	0.631578947368421
where?																																									0.95	0.27499999999999997	0.42653061224489797
white																																									0.8	0.5	0.6153846153846154
who?																																									0.7916666666666666	0.25	0.38000000000000006
wide																																									0.9	0.39999999999999997	0.5538461538461538
wife																																									0.8771929824561402	0.44210526315789467	0.5879059350503919
wind																																									0.9333333333333333	0.4833333333333333	0.6368627450980392
wing																																									1.0	0.42105263157894735	0.5925925925925926
woman/female																																									0.6416666666666667	0.611904761904762	0.6264324153213042
woods/forest																																									1.0	0.5441176470588235	0.7047619047619048
worm (earthworm)																																									1.0	0.36363636363636365	0.5333333333333333
year																																									1.0	0.41975308641975306	0.5913043478260869
yellow																																									0.9473684210526315	0.47368421052631576	0.631578947368421
you																																									0.8833333333333332	0.275	0.41942446043165466
